Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea
4,h,1070000,S,Buxton,18-03-2017,14.6,3189,4,2,1,603,140
2,u,639000,S,Buxton/Find,19-11-2016,14.6,3189,2,1,1,83,79
2,u,605000,S,Ray,19-11-2016,14.6,3189,2,1,2,180,68
3,h,960000,S,Ray,19-11-2016,14.6,3189,3,1,1,593,115
3,h,725000,PI,Ray,22-05-2016,14.6,3189,3,2,1,374,137
3,h,981000,S,Buxton,22-05-2016,14.6,3189,2,1,2,601,
3,h,975000,SP,Buxton,22-08-2016,14.6,3189,3,1,2,650,
3,h,800000,PI,hockingstuart,26-07-2016,14.6,3189,3,2,2,261,107
4,h,921000,S,Buxton,26-07-2016,14.6,3189,4,1,2,592,
3,t,917000,S,Ray,26-07-2016,14.6,3189,3,2,2,472,152
3,h,890000,PI,Buxton,26-07-2016,14.6,3189,3,1,1,698,114
3,h,1008000,S,McGrath,27-06-2016,14.6,3189,3,2,1,1660,160
2,h,1191000,S,C21,27-11-2016,14.6,3189,2,1,2,756,97
4,h,1130000,S,Buxton,27-11-2016,14.6,3189,4,1,2,638,
2,h,776000,S,Ray,27-11-2016,14.6,3189,2,1,1,209,101
4,h,1035000,S,Buxton,28-05-2016,14.6,3189,3,1,2,688,161
3,h,920000,S,hockingstuart,28-05-2016,14.6,3189,3,1,1,653,
4,h,1160000,S,Gary,28-05-2016,14.6,3189,4,2,2,588,199
3,h,825000,PI,Buxton,28-05-2016,14.6,3189,3,1,2,538,
3,t,800000,S,Buxton,28-08-2016,14.6,3189,3,2,1,0,
1,u,240000,VB,Ray,30-07-2016,14.6,3189,1,1,1,0,43
4,t,1105000,S,Hodges,30-07-2016,14.6,3189,3,2,2,220,187
3,h,1025000,SP,Sweeney,03-09-2016,8.4,3015,3,2,2,301,195
3,h,826000,S,Village,03-09-2016,8.4,3015,2,1,2,281,100
3,h,900000,SP,Raine,03-12-2016,8.4,3015,3,2,2,194,176
3,t,962000,S,Village,03-12-2016,8.4,3015,3,2,2,283,179
2,h,800000,S,Williams,04-03-2017,8.4,3015,2,1,1,244,73
3,h,785000,S,Raine,04-03-2017,8.4,3015,3,2,2,0,
4,h,710000,S,Greg,04-06-2016,8.4,3015,4,1,2,329,108
3,h,920000,VB,Williams,04-06-2016,8.4,3015,3,2,2,296,
4,h,940000,VB,Williams,04-06-2016,8.4,3015,3,2,1,379,172
3,h,655800,S,Greg,06-08-2016,8.4,3015,2,2,1,178,102
4,h,1082000,S,Village,06-08-2016,8.4,3015,4,3,2,233,165
3,h,1210000,SP,Williams,06-08-2016,8.4,3015,3,1,1,546,144
3,h,880000,S,Sweeney,07-05-2016,8.4,3015,3,1,1,557,111
1,u,335000,S,Williams,07-05-2016,8.4,3015,1,1,1,0,50
4,h,1260000,PI,Village,07-05-2016,8.4,3015,4,1,3,757,159
3,h,1400000,PI,Greg,07-05-2016,8.4,3015,3,2,3,2522,195
3,h,995000,SP,Greg,07-11-2016,8.4,3015,3,1,2,316,118
4,h,1380000,S,Williams,07-11-2016,8.4,3015,4,1,4,766,
3,h,1220000,S,Williams,08-10-2016,8.4,3015,3,2,0,311,
3,h,785000,S,RT,08-10-2016,8.4,3015,3,1,1,185,
2,h,962000,S,Village,08-10-2016,8.4,3015,2,1,1,402,94
4,h,860000,PI,Sweeney,10-09-2016,8.4,3015,3,3,2,217,195
5,h,1220000,S,Williams,10-09-2016,8.4,3015,5,3,2,681,
3,h,930000,SP,Williams,10-09-2016,8.4,3015,3,1,1,307,
3,h,930000,SP,Greg,10-12-2016,8.4,3015,3,2,1,343,
3,h,800000,SP,Jas,10-12-2016,8.4,3015,3,2,1,0,138
3,h,1305000,S,Greg,10-12-2016,8.4,3015,3,1,0,357,112
3,h,1060000,SP,Sweeney,10-12-2016,8.4,3015,3,1,4,600,130
2,u,485000,S,Williams,10-12-2016,8.4,3015,2,1,1,0,65
3,h,950000,S,RT,10-12-2016,8.4,3015,3,2,1,224,
2,h,910000,S,Greg,11-02-2017,8.4,3015,2,1,1,264,
3,h,810000,S,Williams,12-11-2016,8.4,3015,3,1,1,390,84
3,h,776000,S,RT,12-11-2016,8.4,3015,3,1,3,363,
3,h,1002500,S,Jas,14-05-2016,8.4,3015,3,1,2,501,
3,h,807500,S,Sweeney,14-05-2016,8.4,3015,3,1,3,647,157
2,h,1120000,S,RT,14-05-2016,8.4,3015,1,1,3,574,
3,h,950000,S,Greg,14-05-2016,8.4,3015,2,2,2,281,
4,h,1620000,S,Williams,14-05-2016,8.4,3015,4,3,1,425,233
3,h,923000,S,Village,15-10-2016,8.4,3015,3,1,0,221,118
2,h,1030000,S,Village,15-10-2016,8.4,3015,2,1,2,470,136
3,h,1046000,SP,Sweeney,15-10-2016,8.4,3015,3,2,2,284,125
3,h,716000,S,Williams,16-04-2016,8.4,3015,3,1,2,268,
2,h,740000,S,RT,16-04-2016,8.4,3015,2,2,1,213,127
4,h,970000,S,Greg,16-04-2016,8.4,3015,3,1,1,619,151
3,t,735000,S,Williams,16-04-2016,8.4,3015,3,2,2,0,162
2,h,762000,S,Williams,16-07-2016,8.4,3015,2,1,2,451,
2,u,485000,SP,Williams,16-07-2016,8.4,3015,2,1,1,0,63
3,h,950000,S,Jas,16-07-2016,8.4,3015,3,1,2,453,145
4,h,1280000,S,Raine,16-07-2016,8.4,3015,4,2,1,458,153
4,h,1040000,S,Greg,17-09-2016,8.4,3015,3,2,2,299,198
2,h,922000,S,Williams,17-09-2016,8.4,3015,2,1,0,301,380
5,h,2415000,S,Williams,17-09-2016,8.4,3015,3,3,2,803,293
4,h,1115000,S,Greg,18-03-2017,8.4,3015,4,1,1,0,163
3,h,1675000,S,Williams,18-03-2017,8.4,3015,3,2,2,575,
3,h,1176000,S,hockingstuart,18-06-2016,8.4,3015,3,1,2,767,111
4,h,1265000,S,RT,18-06-2016,8.4,3015,5,2,2,774,185
2,h,801000,SP,Williams,18-06-2016,8.4,3015,1,1,1,343,106
3,h,1185000,S,RT,19-11-2016,8.4,3015,3,1,2,771,
3,t,770000,S,Greg,19-11-2016,8.4,3015,3,2,2,224,132
3,h,1200000,SP,Raine,19-11-2016,8.4,3015,3,2,0,288,
3,h,993000,SP,Williams,22-05-2016,8.4,3015,3,2,2,348,158
3,h,901000,SP,Trimson,22-05-2016,8.4,3015,3,1,1,557,
2,h,650000,SP,Raine&Horne,22-05-2016,8.4,3015,2,1,1,149,62
3,h,891500,SP,Sweeney,22-08-2016,8.4,3015,3,1,0,344,130
4,h,3420000,PI,RT,22-08-2016,8.4,3015,4,2,2,757,
3,h,805000,S,RT,23-04-2016,8.4,3015,3,1,2,322,104
2,h,680000,SP,RT,23-04-2016,8.4,3015,2,1,1,229,101
4,t,827500,S,Greg,24-09-2016,8.4,3015,4,3,2,221,
2,h,793000,S,Gunn&Co,24-09-2016,8.4,3015,2,1,1,144,140
3,h,988000,SP,Jas,24-09-2016,8.4,3015,3,1,1,450,
3,t,747000,S,Jas,24-09-2016,8.4,3015,3,2,2,753,170
3,h,910000,S,Greg,24-09-2016,8.4,3015,3,1,2,531,
2,h,896000,S,RT,24-09-2016,8.4,3015,2,1,0,297,95
2,h,890000,SP,Williams,25-02-2017,8.4,3015,2,1,0,168,90
3,h,1199000,S,Raine,25-02-2017,8.4,3015,3,1,3,506,
3,h,1100000,SP,Williams,25-02-2017,8.4,3015,3,2,1,293,
5,h,2015000,S,Williams,25-02-2017,8.4,3015,5,2,4,1017,
4,t,930000,PI,Greg,26-07-2016,8.4,3015,4,3,3,278,188
3,h,1151000,S,Williams,27-06-2016,8.4,3015,2,1,5,571,120
4,t,820000,S,Sweeney,27-06-2016,8.4,3015,4,2,2,753,204
2,u,670000,SP,Purplebricks,27-11-2016,8.4,3015,2,1,1,190,
3,h,1040000,S,hockingstuart,27-11-2016,8.4,3015,3,1,2,595,
4,h,1316000,S,Williams,27-11-2016,8.4,3015,4,2,3,539,
2,h,816000,S,RT,27-11-2016,8.4,3015,2,1,1,315,104
3,h,945000,S,Jas,28-05-2016,8.4,3015,4,2,1,487,190
1,h,643700,SP,Greg,28-08-2016,8.4,3015,1,1,0,129,45
2,h,760000,S,Williams,28-08-2016,8.4,3015,2,1,2,255,109
8,h,881000,S,Jas,30-07-2016,8.4,3015,6,2,4,663,190
3,h,900000,SP,Greg,30-07-2016,8.4,3015,3,2,2,360,168
3,t,830000,S,Barry,03-09-2016,11.2,3042,3,3,2,303,236
3,h,780000,PI,McDonald,03-09-2016,11.2,3042,3,2,2,274,
3,h,1020000,PI,Barry,03-12-2016,11.2,3042,3,1,2,650,
1,h,1330000,S,Brad,03-12-2016,11.2,3042,1,1,1,846,
4,h,1126000,SP,Brad,03-12-2016,11.2,3042,4,2,2,650,150
3,h,1235000,S,Brad,04-03-2017,11.2,3042,3,2,1,0,204
2,u,457000,S,Brad,04-06-2016,11.2,3042,2,1,1,0,89
2,u,660000,S,Barry,04-06-2016,11.2,3042,2,2,1,217,113
3,t,770000,S,Frank,07-05-2016,11.2,3042,3,2,1,313,145
3,h,895500,S,Nelson,07-05-2016,11.2,3042,3,2,2,347,
4,h,1350000,SP,Barry,07-11-2016,11.2,3042,4,3,2,747,242
3,t,820000,PI,Nelson,07-11-2016,11.2,3042,3,2,1,229,180
2,t,617500,S,Harcourts,10-09-2016,11.2,3042,2,1,1,237,
2,u,490000,S,Brad,10-12-2016,11.2,3042,2,1,1,142,
3,u,800000,S,Nelson,10-12-2016,11.2,3042,3,2,1,0,
3,h,991000,S,Brad,11-02-2017,11.2,3042,3,1,1,716,139
3,u,970000,S,Nelson,12-11-2016,11.2,3042,3,2,1,320,167
2,h,657000,S,Barry,12-11-2016,11.2,3042,2,2,1,268,104
3,h,710000,S,Nelson,12-11-2016,11.2,3042,3,2,1,317,140
3,h,840000,S,Brad,13-08-2016,11.2,3042,3,1,2,603,
3,h,975000,S,Barry,13-08-2016,11.2,3042,3,1,1,822,
3,u,600000,SP,Barry,14-05-2016,11.2,3042,3,2,1,164,
4,h,875000,VB,Barry,14-05-2016,11.2,3042,4,3,1,321,
3,h,785000,S,Barry,14-05-2016,11.2,3042,3,1,2,620,
3,t,840000,S,Barry,15-10-2016,11.2,3042,3,2,2,374,180
3,h,1076000,S,Barry,16-04-2016,11.2,3042,3,1,1,654,
4,h,850000,S,Barry,16-04-2016,11.2,3042,4,3,2,641,
5,h,1400000,VB,Nelson,17-09-2016,11.2,3042,4,2,2,650,290
4,h,1080000,S,Nelson,17-09-2016,11.2,3042,3,3,2,539,162
3,h,1065000,SP,Barry,18-03-2017,11.2,3042,3,1,2,653,
3,h,773000,S,Nelson,18-06-2016,11.2,3042,3,2,2,403,
3,u,700000,S,Nelson,18-06-2016,11.2,3042,3,1,1,202,
3,u,760000,S,Barry,18-06-2016,11.2,3042,3,2,1,198,
2,h,1190000,S,Barry,19-11-2016,11.2,3042,2,1,2,650,
3,h,1015000,S,Barry,22-08-2016,11.2,3042,3,1,1,643,125
3,h,875000,SP,Nelson,22-08-2016,11.2,3042,3,1,0,656,
3,h,1020000,S,Barry,25-02-2017,11.2,3042,3,1,1,650,
3,u,773000,S,Barry,26-07-2016,11.2,3042,3,1,1,275,
2,u,522500,SP,Nelson,26-07-2016,11.2,3042,2,1,1,167,
3,h,1100000,S,Barry,27-06-2016,11.2,3042,3,1,1,655,
2,h,1007000,S,Nelson,27-06-2016,11.2,3042,2,1,1,646,
4,h,1245000,PI,McDonald,27-11-2016,11.2,3042,4,3,3,0,225
3,h,1155000,S,Barry,27-11-2016,11.2,3042,3,2,3,653,
3,u,746000,S,Barry,27-11-2016,11.2,3042,3,1,1,256,
4,h,1160000,PI,Paul,28-05-2016,11.2,3042,4,3,2,424,
3,h,1105000,S,Brad,28-05-2016,11.2,3042,3,1,1,643,119
2,u,591000,S,Brad,30-07-2016,11.2,3042,2,1,1,269,
3,h,960000,PI,Barry,30-07-2016,11.2,3042,3,1,1,645,
3,u,815000,S,Barry,30-07-2016,11.2,3042,3,2,2,203,
4,h,2920000,S,Nelson,03-09-2016,2.3,3051,4,3,4,310,276
3,h,1635000,S,Nelson,03-09-2016,2.3,3051,2,1,0,517,
1,u,491000,SP,Nelson,03-09-2016,2.3,3051,1,1,1,0,
2,u,540000,S,Jellis,03-12-2016,2.3,3051,2,1,1,0,65
1,u,340000,S,Brad,03-12-2016,2.3,3051,1,1,1,0,
2,u,726000,S,Jellis,04-03-2017,2.3,3051,2,1,1,0,64
3,h,1340000,S,W.B.,04-03-2017,2.3,3051,3,1,0,83,129
2,t,1105000,S,Jellis,04-03-2017,2.3,3051,2,2,1,88,119
2,t,841000,S,Jellis,04-03-2017,2.3,3051,2,1,1,215,0
2,u,528500,SP,Woodards,04-06-2016,2.3,3051,2,1,1,0,74
2,u,585000,SA,Edward,04-06-2016,2.3,3051,2,1,1,0,
2,u,645000,S,Nelson,07-05-2016,2.3,3051,2,1,1,0,
1,u,410000,VB,Jellis,07-11-2016,2.3,3051,1,1,1,1045,55
2,u,550000,SP,Jellis,07-11-2016,2.3,3051,2,1,2,0,54
2,u,470000,VB,W.B.,07-11-2016,2.3,3051,2,1,1,0,
2,u,470000,VB,W.B.,07-11-2016,2.3,3051,2,1,1,0,57
2,u,475000,S,Jas,08-10-2016,2.3,3051,2,1,1,0,
2,u,640000,S,MICM,08-10-2016,2.3,3051,2,2,1,0,84
4,h,1330000,S,McDonald,10-09-2016,2.3,3051,3,2,1,246,
2,u,720000,S,W.B.,10-12-2016,2.3,3051,2,2,1,0,98
2,t,888000,S,Jellis,10-12-2016,2.3,3051,2,1,1,0,
3,h,1325000,S,Nelson,10-12-2016,2.3,3051,3,2,1,97,139
1,u,368000,SP,Jellis,10-12-2016,2.3,3051,1,1,1,0,52
3,t,1300000,S,Jellis,11-02-2017,2.3,3051,3,2,2,67,
2,u,450000,VB,W.B.,12-11-2016,2.3,3051,2,1,1,1588,71
3,h,1385000,S,Nelson,13-08-2016,2.3,3051,3,2,0,118,150
2,h,990000,S,Nelson,15-10-2016,2.3,3051,2,2,1,584,120
2,u,440000,PI,hockingstuart,16-04-2016,2.3,3051,2,1,1,0,
2,u,606000,S,Nelson,16-04-2016,2.3,3051,2,1,2,0,84
1,u,450000,SP,Jellis,16-07-2016,2.3,3051,1,1,1,0,60
3,h,1470000,S,Jellis,17-09-2016,2.3,3051,2,1,0,232,93
2,u,591500,S,Jellis,17-09-2016,2.3,3051,2,1,1,0,
2,t,1300000,VB,Nelson,18-06-2016,2.3,3051,2,2,1,0,
2,h,1010000,S,Jellis,19-11-2016,2.3,3051,2,2,0,109,100
2,h,1266000,S,Jellis,19-11-2016,2.3,3051,2,1,0,161,106
2,u,620000,S,LITTLE,19-11-2016,2.3,3051,2,1,2,0,69
2,u,540000,S,Alexkarbon,22-08-2016,2.3,3051,2,1,1,0,
2,h,1200000,SP,Jellis,24-09-2016,2.3,3051,2,2,1,146,
2,u,630000,SP,Alexkarbon,24-09-2016,2.3,3051,2,1,1,0,75
2,u,560000,S,Jellis,25-02-2017,2.3,3051,2,1,1,2300,68
2,h,800000,VB,Nelson,27-06-2016,2.3,3051,2,2,1,55,
2,u,665500,S,Alexkarbon,27-11-2016,2.3,3051,2,2,1,0,96
2,u,550055,SP,Jellis,27-11-2016,2.3,3051,2,1,2,1004,65
1,u,358000,SP,Jellis,27-11-2016,2.3,3051,1,1,1,649,43
1,u,320000,S,W.B.,27-11-2016,2.3,3051,1,1,1,0,45
3,t,1000000,VB,Nelson,27-11-2016,2.3,3051,3,2,1,61,170
2,u,598000,S,Alexkarbon,27-11-2016,2.3,3051,2,1,1,0,85
2,u,950000,S,hockingstuart,28-05-2016,2.3,3051,2,2,1,0,2
3,t,1065000,S,Alexkarbon,28-05-2016,2.3,3051,3,2,1,64,
2,h,885000,S,Jellis,28-08-2016,2.3,3051,2,1,1,111,73
2,u,587134,SP,Woodards,28-08-2016,2.3,3051,2,1,1,0,1
2,h,1286000,S,McGrath,03-09-2016,5.5,3070,2,1,1,245,108
3,h,1200000,S,Nelson,03-09-2016,5.5,3070,3,1,1,215,125
3,h,1382500,SA,Nelson,03-09-2016,5.5,3070,3,2,2,286,188
2,u,630000,S,McGrath,03-09-2016,5.5,3070,2,2,1,0,
4,h,1600000,VB,Jellis,03-09-2016,5.5,3070,4,2,1,464,179
3,h,1310000,PI,Jellis,04-03-2017,5.5,3070,3,2,1,267,
2,h,1035000,S,Nelson,04-03-2017,5.5,3070,2,1,0,140,
3,h,1980000,S,McGrath,04-03-2017,5.5,3070,3,2,4,613,
2,u,592000,S,Collins,04-03-2017,5.5,3070,2,1,2,0,
3,h,1335000,S,Ray,04-03-2017,5.5,3070,3,1,3,520,
3,h,1710000,PI,Collins,04-06-2016,5.5,3070,3,1,1,247,160
4,h,1590000,SP,Jellis,04-06-2016,5.5,3070,4,1,1,484,
6,h,2000000,SP,Nelson,04-06-2016,5.5,3070,6,2,2,772,257
2,u,583000,SP,Nelson,06-08-2016,5.5,3070,2,2,1,0,69
2,u,418000,SP,hockingstuart,07-05-2016,5.5,3070,2,1,1,1882,
3,h,860000,PI,Nelson,07-05-2016,5.5,3070,3,1,1,213,
2,t,650000,VB,Nelson,07-05-2016,5.5,3070,2,2,2,55,100
4,h,1700000,PI,hockingstuart,07-05-2016,5.5,3070,4,2,1,415,218
2,h,1575000,SA,McGrath,07-11-2016,5.5,3070,2,1,3,607,126
2,h,950000,S,Purplebricks,07-11-2016,5.5,3070,2,1,1,191,73
3,h,1655000,SP,Jellis,08-10-2016,5.5,3070,3,1,3,472,101
4,h,1950000,S,Jellis,08-10-2016,5.5,3070,4,1,2,608,
4,h,905000,S,Nelson,08-10-2016,5.5,3070,2,1,1,314,
3,h,1255000,S,Nelson,10-09-2016,5.5,3070,3,2,1,259,156
2,u,601000,S,Nelson,10-09-2016,5.5,3070,2,1,1,0,
2,h,1020000,S,Nelson,10-09-2016,5.5,3070,2,1,2,347,115
1,u,435000,S,Nelson,10-09-2016,5.5,3070,1,1,2,0,55
2,h,790000,PI,McGrath,10-09-2016,5.5,3070,2,1,1,136,78
3,h,990000,S,Barry,10-09-2016,5.5,3070,2,1,2,497,
2,u,605000,S,Love,10-09-2016,5.5,3070,2,1,2,0,65
4,h,2270000,S,Collins,10-12-2016,5.5,3070,4,2,2,440,
1,u,385000,SP,McGrath,10-12-2016,5.5,3070,1,1,0,0,41
2,h,900000,S,Brad,10-12-2016,5.5,3070,2,1,0,367,
4,h,1340000,S,Leased,10-12-2016,5.5,3070,4,1,2,0,
3,h,1300000,S,Nelson,11-02-2017,5.5,3070,3,2,1,379,
4,h,1310000,PI,Nelson,12-06-2016,5.5,3070,4,2,2,282,
2,h,1112000,S,Nelson,12-06-2016,5.5,3070,4,1,2,238,
2,h,910000,S,Nelson,12-11-2016,5.5,3070,2,1,2,229,
3,t,830000,S,Jellis,12-11-2016,5.5,3070,3,3,1,55,
4,h,2100000,PI,Woodards,12-11-2016,5.5,3070,4,1,2,0,
3,h,1190000,S,Nelson,12-11-2016,5.5,3070,3,1,1,445,125
3,t,865000,S,Love,12-11-2016,5.5,3070,3,1,2,184,108
4,h,2175000,S,Nelson,13-08-2016,5.5,3070,5,2,1,573,186
3,h,1085000,S,Brace,13-08-2016,5.5,3070,3,1,2,610,
1,u,312000,S,Harcourts,14-05-2016,5.5,3070,1,1,1,0,39
1,u,320000,PI,Barry,14-05-2016,5.5,3070,1,1,0,0,
2,h,890000,S,hockingstuart,14-05-2016,5.5,3070,2,1,1,225,92
5,h,2700000,S,hockingstuart,14-05-2016,5.5,3070,4,3,3,490,331
2,h,1101000,S,Jellis,14-05-2016,5.5,3070,2,1,0,229,99
3,h,926000,S,hockingstuart,14-05-2016,5.5,3070,3,1,2,380,
3,h,1050000,SP,Nelson,15-10-2016,5.5,3070,3,1,0,158,106
3,h,1010000,S,Nelson,15-10-2016,5.5,3070,3,1,1,178,124
5,h,2155000,S,Jellis,15-10-2016,5.5,3070,5,2,2,692,
2,u,430000,PI,Nelson,15-10-2016,5.5,3070,2,1,1,0,
3,h,1900000,SP,hockingstuart,16-04-2016,5.5,3070,3,1,1,522,174
2,h,888000,SP,hockingstuart,16-04-2016,5.5,3070,2,1,1,190,102
2,h,1020000,S,Nelson,16-04-2016,5.5,3070,2,1,1,354,97
3,h,1160000,S,hockingstuart,16-04-2016,5.5,3070,2,3,2,425,
2,h,844000,S,Barry,16-04-2016,5.5,3070,2,1,1,174,106
3,h,1860000,S,Nelson,16-04-2016,5.5,3070,2,3,1,448,
3,h,1676000,S,Jellis,16-07-2016,5.5,3070,3,1,2,401,
3,t,900000,S,Nelson,16-07-2016,5.5,3070,3,2,2,608,138
3,h,1300000,S,Nelson,17-09-2016,5.5,3070,3,1,1,328,135
3,u,810000,SP,Jellis,17-09-2016,5.5,3070,3,1,2,150,119
2,t,701000,SP,Nelson,17-09-2016,5.5,3070,2,1,1,0,109
1,u,410000,S,Nelson,17-09-2016,5.5,3070,1,1,0,0,
2,h,1255000,S,Ray,18-03-2017,5.5,3070,2,1,2,314,120
2,u,665000,PI,Barry,18-03-2017,5.5,3070,2,1,1,120,76
2,h,1085000,S,McGrath,18-03-2017,5.5,3070,2,2,1,152,120
3,h,2315000,SP,McGrath,18-03-2017,5.5,3070,3,1,2,899,143
2,h,1170000,S,Barry,18-06-2016,5.5,3070,2,1,3,453,93
2,h,875000,S,Nelson,18-06-2016,5.5,3070,2,1,1,0,
3,h,1715000,S,Harrington,19-11-2016,5.5,3070,3,1,1,407,143
3,h,1396500,S,Woodards,19-11-2016,5.5,3070,3,1,1,302,
1,u,422000,S,Chambers,19-11-2016,5.5,3070,1,1,1,0,40
3,h,1474000,S,Jellis,19-11-2016,5.5,3070,3,1,0,304,131
3,h,1340000,S,Jellis,19-11-2016,5.5,3070,3,2,1,165,
3,h,980000,S,Nelson,19-11-2016,5.5,3070,3,1,0,279,
2,h,1035000,S,hockingstuart,22-05-2016,5.5,3070,2,1,2,243,102
2,u,460000,VB,Nelson,22-05-2016,5.5,3070,2,1,1,0,65
3,h,1760000,S,Nelson,22-05-2016,5.5,3070,2,2,2,403,180
3,h,975000,S,Barry,22-05-2016,5.5,3070,3,1,2,274,
2,h,1095000,S,Ray,22-08-2016,5.5,3070,2,1,2,306,86
3,h,1121000,S,Ray,22-08-2016,5.5,3070,3,1,0,0,
1,u,370000,PI,hockingstuart,23-04-2016,5.5,3070,2,1,1,0,
3,h,1225000,SP,Barry,23-04-2016,5.5,3070,3,1,2,307,135
4,h,2004000,S,Jellis,24-09-2016,5.5,3070,3,2,1,569,
2,h,1211000,S,Jellis,24-09-2016,5.5,3070,2,1,1,178,100
5,h,4300000,SP,McGrath,24-09-2016,5.5,3070,4,4,3,569,
3,h,1400000,S,Collins,24-09-2016,5.5,3070,3,1,1,335,
2,u,770000,S,Nelson,24-09-2016,5.5,3070,2,1,1,129,115
3,h,1090000,SP,Miles,24-09-2016,5.5,3070,3,1,2,318,
4,h,1830000,S,McGrath,24-09-2016,5.5,3070,3,1,1,654,
3,h,1000000,VB,Nelson,24-09-2016,5.5,3070,3,1,1,440,131
2,u,600000,S,Jellis,24-09-2016,5.5,3070,2,1,1,671,
2,u,692000,S,Harcourts,25-02-2017,5.5,3070,2,1,1,0,
3,t,980000,S,Harrington,25-02-2017,5.5,3070,3,2,2,195,
4,h,1310000,S,Nelson,27-06-2016,5.5,3070,4,2,1,355,
2,h,1050000,S,Barry,27-06-2016,5.5,3070,2,1,2,301,100
5,h,1700000,S,Nelson,27-06-2016,5.5,3070,5,3,1,450,265
3,h,2160000,S,Jellis,27-11-2016,5.5,3070,3,2,1,338,90
3,h,1610000,S,Jellis,27-11-2016,5.5,3070,3,1,2,501,
1,u,400000,VB,Nelson,27-11-2016,5.5,3070,1,1,1,0,43
4,h,1420000,S,hockingstuart,28-05-2016,5.5,3070,3,1,1,465,137
4,h,1950000,S,hockingstuart,28-05-2016,5.5,3070,4,2,1,489,140
5,h,1820000,SP,hockingstuart,28-05-2016,5.5,3070,5,3,2,344,230
4,h,1900000,PI,hockingstuart,28-05-2016,5.5,3070,3,2,1,537,
3,h,1080000,S,Harrington,28-08-2016,5.5,3070,2,1,1,348,130
2,u,570000,VB,Woodards,28-08-2016,5.5,3070,2,1,1,0,10
3,h,1450000,PI,McGrath,28-08-2016,5.5,3070,3,1,1,489,
3,h,1400000,S,McGrath,28-08-2016,5.5,3070,3,1,2,582,
2,h,1340000,S,McGrath,28-08-2016,5.5,3070,2,1,1,297,108
1,u,340000,PI,Nelson,28-08-2016,5.5,3070,1,1,1,0,
4,h,1300000,VB,Jellis,28-08-2016,5.5,3070,4,3,2,187,
4,h,2340000,S,McGrath,28-08-2016,5.5,3070,4,2,3,824,231
2,h,1634000,SP,Nelson,28-08-2016,5.5,3070,2,1,2,376,109
2,h,910000,S,Jellis,30-07-2016,5.5,3070,2,1,1,150,81
4,h,1650000,S,Nelson,30-07-2016,5.5,3070,4,1,1,382,168
3,t,1130000,S,Nelson,30-07-2016,5.5,3070,3,2,1,229,
4,h,3850000,PI,Jellis,30-07-2016,5.5,3070,4,4,8,1390,
3,h,1510000,PI,Jellis,30-07-2016,5.5,3070,3,1,3,327,165
3,h,1500000,PI,Jellis,30-07-2016,5.5,3070,4,1,8,727,
4,h,2315000,S,Jellis,30-07-2016,5.5,3070,3,2,4,750,
3,h,892000,S,Nelson,03-09-2016,11.5,3046,3,1,3,757,
2,h,592000,S,Barry,03-09-2016,11.5,3046,2,1,2,577,
3,u,647000,S,Brad,03-12-2016,11.5,3046,3,1,2,250,
4,h,865000,S,Brad,03-12-2016,11.5,3046,4,1,2,696,160
4,h,1350000,S,Eview,04-03-2017,11.5,3046,4,2,2,590,237
2,u,476000,S,hockingstuart,06-08-2016,11.5,3046,2,1,1,189,85
4,h,830000,PI,Brad,07-05-2016,11.5,3046,4,2,2,616,
3,h,706000,PI,Eview,07-11-2016,11.5,3046,3,1,0,715,111
4,h,920000,S,Ray,07-11-2016,11.5,3046,4,2,2,780,179
2,u,522000,S,Stockdale,08-10-2016,11.5,3046,2,1,1,161,91
3,u,358500,S,Jason,10-09-2016,11.5,3046,3,1,1,0,
4,h,690000,S,Brad,10-09-2016,11.5,3046,3,1,1,553,137
4,h,800000,S,Stockdale,10-12-2016,11.5,3046,4,2,1,589,
3,t,770000,S,Brad,11-02-2017,11.5,3046,3,2,2,272,138
5,h,1100000,PI,Nelson,12-11-2016,11.5,3046,5,2,4,783,223
3,h,727500,S,Brad,13-08-2016,11.5,3046,3,1,2,719,
3,h,925000,S,Brad,15-10-2016,11.5,3046,3,1,4,815,
2,t,475000,PI,Barry,15-10-2016,11.5,3046,2,1,1,118,113
3,u,651000,S,Nelson,16-07-2016,11.5,3046,3,2,2,198,113
3,t,770000,SP,Nelson,16-07-2016,11.5,3046,3,2,2,264,
3,h,900000,SP,Nelson,16-07-2016,11.5,3046,3,1,1,705,
3,h,815500,S,Brad,16-07-2016,11.5,3046,3,2,2,790,165
3,h,770000,S,Stockdale,17-09-2016,11.5,3046,3,2,2,382,173
2,t,585500,S,Eview,18-03-2017,11.5,3046,2,1,1,161,86
4,h,840000,SP,Nelson,18-06-2016,11.5,3046,4,1,2,704,196
4,h,1005000,S,Stockdale,19-11-2016,11.5,3046,4,1,1,780,
2,u,470000,VB,Barry,22-05-2016,11.5,3046,2,1,1,138,76
3,h,810000,SP,Brad,22-08-2016,11.5,3046,3,1,3,763,93
3,u,550000,PI,Brad,27-11-2016,11.5,3046,3,1,1,196,
4,h,855333,S,Eview,28-08-2016,11.5,3046,4,1,2,694,183
5,h,900000,VB,Brad,30-07-2016,11.5,3046,5,2,2,568,260
2,h,480000,S,Brad,30-07-2016,11.5,3046,2,1,2,0,
